,ID,Item Description,Weight,Delivery_Date,Destination_Country,destination_iso_country,Manufacturing_site,Mode,source,departure,source_mode,arrival,destination,destination_mode,total_num_of_transports,dist_arrival_to_destination,dist_departure_to_arrival,dist_source_to_departure,emissions_source_to_departure,emissions_departure_to_arrival,emissions_arrival_to_destination,total_emissions
157,66809,"Abacavir 300mg, tablets, 60 Tabs",1.364,05-12-2012,Vietnam,VN,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,100.9413122,0.908402947,101.8497152
158,70619,"Lamivudine 150mg, tablets, 60 Tabs",1.616,09-10-2012,Vietnam,VN,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,119.5902937,1.076231057,120.6665247
159,81767,"Lamivudine 150mg, tablets, 60 Tabs",2.162,09-10-2012,Vietnam,VN,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,159.9964201,1.43985863,161.4362787
160,82105,"Nevirapine 200mg, tablets, 60 Tabs",0.544,08-10-2012,Vietnam,VN,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.25811866,0.362295603,40.62041426
161,18629,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",1.208,16-04-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,2.565969251,102.6478805,0.804509355,106.0183591
162,19512,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",1.675,24-04-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,3.557945774,142.3304634,1.115524147,147.0039333
163,20321,"Abacavir 300mg, tablets, 60 Tabs",2.951,02-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,6.268357003,250.7565358,1.965320452,258.9902133
164,20349,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",2.951,02-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,6.268357003,250.7565358,1.965320452,258.9902133
165,20371,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",4.587,09-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.743461055,389.7730362,3.0548712,402.5713685
166,22301,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",2.641,28-12-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,5.609871516,224.4147784,1.758865236,231.7835152
167,29752,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",4.233,26-11-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,8.991513112,359.6924487,2.819112664,371.5030745
168,30618,"Abacavir 300mg, tablets, 60 Tabs",4.669,15-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.917641087,396.7408559,3.109481934,409.767979
169,31203,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",4.669,15-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.917641087,396.7408559,3.109481934,409.767979
170,41474,"Abacavir 300mg, tablets, 60 Tabs",4.587,09-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.743461055,389.7730362,3.0548712,402.5713685
171,44737,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",6.142,16-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,13.04650922,521.9066903,4.090477199,539.0436768
172,51690,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",1.208,16-04-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,2.565969251,102.6478805,0.804509355,106.0183591
173,52706,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",6.142,16-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,13.04650922,521.9066903,4.090477199,539.0436768
174,55238,"Abacavir 300mg, tablets, 60 Tabs",6.142,16-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,13.04650922,521.9066903,4.090477199,539.0436768
175,56772,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",4.587,09-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.743461055,389.7730362,3.0548712,402.5713685
176,58039,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",6.142,16-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,13.04650922,521.9066903,4.090477199,539.0436768
177,58508,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",1.675,24-04-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,3.557945774,142.3304634,1.115524147,147.0039333
178,68361,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",0.678,19-12-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,1.440171484,57.61197265,0.451537535,59.50368167
179,70207,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4.587,09-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.743461055,389.7730362,3.0548712,402.5713685
180,71518,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",2.951,02-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,6.268357003,250.7565358,1.965320452,258.9902133
181,78140,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2.951,02-10-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,6.268357003,250.7565358,1.965320452,258.9902133
182,78152,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",4.669,15-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.917641087,396.7408559,3.109481934,409.767979
183,79890,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",4.669,15-05-2012,Vietnam,VN,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,2072.522219,10.06704612,9.917641087,396.7408559,3.109481934,409.767979
184,15772,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
185,16725,"Efavirenz 50mg, capsule, 30 Caps",0.436,22-08-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,32.26569804,0.29036927,32.55606731
186,16901,"Abacavir 300mg, tablets, 60 Tabs",1.701,18-02-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,125.8806247,1.132839745,127.0134644
187,18373,"Efavirenz 600mg, tablets, 30 Tabs",1.701,18-02-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,125.8806247,1.132839745,127.0134644
188,20697,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",5.939,29-11-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,439.50913,3.955282332,443.4644123
189,21674,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1.701,18-02-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,125.8806247,1.132839745,127.0134644
190,27267,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",5.939,29-11-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,439.50913,3.955282332,443.4644123
191,28085,"Abacavir 300mg, tablets, 60 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
192,35053,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",0.546,05-06-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.40612645,0.363627573,40.76975402
193,37031,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",2.998,10-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,221.863676,1.996621726,223.8602977
194,41042,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.546,05-06-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.40612645,0.363627573,40.76975402
195,41568,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.058,23-08-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,4.292225886,0.038627105,4.330852991
196,43079,"Nevirapine 200mg, tablets, 60 Tabs",1.304,28-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,96.50107854,0.868443873,97.36952242
197,43210,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2.998,10-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,221.863676,1.996621726,223.8602977
198,44373,"Lamivudine 150mg, tablets, 60 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
199,51046,"Nevirapine 200mg, tablets, 60 Tabs",1.479,26-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,109.4517601,0.984991172,110.4367513
200,58808,"Efavirenz 50mg, capsule, 30 Caps",0.025,14-05-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,1.850097365,0.016649614,1.866746979
201,59673,"Efavirenz 200mg, capsule, 90 Caps",0.436,22-08-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,32.26569804,0.29036927,32.55606731
202,60626,"Nevirapine 200mg, tablets, 60 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
203,62107,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.546,05-06-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.40612645,0.363627573,40.76975402
204,63915,"Efavirenz 600mg, tablets, 30 Tabs",5.939,29-11-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,439.50913,3.955282332,443.4644123
205,66278,"Efavirenz 50mg, capsule, 30 Caps",0.546,05-06-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.40612645,0.363627573,40.76975402
206,66508,"Efavirenz 200mg, capsule, 90 Caps",0.546,05-06-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,40.40612645,0.363627573,40.76975402
207,70813,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",2.998,10-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,221.863676,1.996621726,223.8602977
208,71936,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",0.436,22-08-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,32.26569804,0.29036927,32.55606731
209,73861,"Efavirenz 600mg, tablets, 30 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
210,75336,"Efavirenz 600mg, tablets, 30 Tabs",2.998,10-12-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,221.863676,1.996621726,223.8602977
211,79352,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",10.21,01-03-2012,Vietnam,VN,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1804.973039,,,755.5797638,6.79970241,762.3794662
212,54208,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",0.081,20-06-2012,Vietnam,VN,Bristol-Myers Squibb Anagni IT,Air,POINT (41.74305000000004 13.162900000000036),POINT (41.716433 13.094704),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,5401.136986,5.612549244,0.095924079,17.93717593,0.05394475,18.08704476
213,33760,"Efavirenz 600mg, tablets, 30 Tabs",1.146,29-03-2012,Vietnam,VN,"Strides, Bangalore, India.",Air,POINT (12.938310000000058 77.52572000000004),POINT (12.95 77.668198),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1943.029669,,,91.29519203,0.763218312,92.05841034
214,37868,"Efavirenz 600mg, tablets, 30 Tabs",1.301,13-04-2012,Vietnam,VN,"Strides, Bangalore, India.",Air,POINT (12.938310000000058 77.52572000000004),POINT (12.95 77.668198),Road,POINT (21.040501 105.886002),POINT (21.028880000000072 105.85464000000007),Road,3,3.156324953,1943.029669,,,103.6431456,0.866445919,104.5095915
215,78526,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",8.297,02-12-2012,Cameroon,CM,"Cipla, Goa, India",Air,POINT (15.359210000000076 73.93967000000004),POINT (15.3808 73.831398),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4304.645705,13.45632371,23.55754186,1464.341462,4.55273064,1492.451735
216,32594,"HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests",0.022,10-09-2012,Cameroon,CM,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,7439.676438,15.8510321,0.073580491,6.710588147,0.012071842,6.79624048
217,51435,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",0.022,10-09-2012,Cameroon,CM,"Alere Medical Co., Ltd.",Air,POINT (39.71314800000005 -105.13449399999996),POINT (39.64390182495117 -105.26799774169922),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,7439.676438,15.8510321,0.073580491,6.710588147,0.012071842,6.79624048
218,30573,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",4.289,25-12-2012,Cameroon,CM,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4616.73443,,,811.8481329,2.353460494,814.2015933
219,85905,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",43.571,17-10-2012,Cameroon,CM,Hetero Unit III Hyderabad IN,Air,POINT (17.536240313743992 78.23503560850763),POINT (17.627199173 78.4033966064),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4616.73443,,,8247.385171,23.90828332,8271.293454
220,77565,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",3.176,19-12-2012,Cameroon,CM,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4332.135223,10.06704612,6.746290018,564.1133202,1.742735026,572.6023453
221,82519,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",43.571,17-10-2012,Cameroon,CM,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4332.135223,10.06704612,92.55119721,7738.974016,23.90828332,7855.433497
222,83088,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",3.943,17-10-2012,Cameroon,CM,Mylan (formerly Matrix) Nashik,Air,POINT (19.99727000000007 73.79096000000004),POINT (19.8841 73.84056666670001),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4332.135223,10.06704612,8.37551056,700.3459766,2.16360334,710.8850905
223,83086,"Efavirenz 600mg, tablets, 30 Tabs",43.571,17-10-2012,Cameroon,CM,"Aurobindo Unit III, India",Air,POINT (17.52389000000005 78.34978000000007),POINT (17.627199173 78.4033966064),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4616.73443,,,8247.385171,23.90828332,8271.293454
224,25393,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",0.072,17-08-2012,Cameroon,CM,"Pacific Biotech, Thailand",Air,POINT (16.386181727327482 101.20264803257243),POINT (16.6760005951 101.194999695),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,6120.71907,25.00851281,0.379929327,18.06836269,0.039507847,18.48779987
225,85906,"Nevirapine 200mg, tablets, 60 Tabs",43.571,17-10-2012,Cameroon,CM,"Strides, Bangalore, India.",Air,POINT (12.938310000000058 77.52572000000004),POINT (12.95 77.668198),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4553.609621,,,8134.618318,23.90828332,8158.526601
226,82520,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",4.486,17-10-2012,Cameroon,CM,"Cipla, Kurkumbh, India",Air,POINT (18.409640000000024 74.48261000000008),POINT (18.226944 74.590833),Road,POINT (3.8360400199890137 11.523500442504885),POINT (3.8467500000000427 11.520260000000064),Road,3,2.600569177,4369.815259,19.54068127,18.4961537,803.7226412,2.461558353,824.6803533
